IDSensor,IDStation,Pollutant,NameStation,Altitude,Province,Latitude,Longitude,ARPA_zone,ARPA_stat_type,LAU_Code,GISCO_ID,CNTR_CODE,LAU_NAME,POP_2020,POP_DENS_2,AREA_KM2,FID,NUTS3_Code,NUTS0_Code,NUTS0_Name,NUTS1_Code,NUTS1_Name,NUTS2_Code,NUTS2_Name,NUTS3_Name,NUTS3_UrbRur,NUTS3_Remoteness,NUTS3_Metropol,NUTS3_Coastal,NUTS3_Mountain,NUTS3_Border,DateStart,DateStop,Frequency,Source
STA.IT1026A_8,STA.IT1026A,NO2,Busalla_T1026A,380,"Genova",44.572778,8.946389,urban,UT,010006,IT_010006,IT,"Busalla",5392,315.70755539,17.07909712,IT_010006,ITC33,IT,Italia,ITC,Nord-Ovest,ITC3,Liguria,"Genova",perdominantly urban,"predominantly urban",Metropolitan,coastal (on coast),> 50 % of surface are in mountain areas,Other regions,1995-08-01,NaT,Hourly,EEA (open data)
STA.IT1026A_9,STA.IT1026A,NOx,Busalla_T1026A,380,"Genova",44.572778,8.946389,urban,UT,010006,IT_010006,IT,"Busalla",5392,315.70755539,17.07909712,IT_010006,ITC33,IT,Italia,ITC,Nord-Ovest,ITC3,Liguria,"Genova",perdominantly urban,"predominantly urban",Metropolitan,coastal (on coast),> 50 % of surface are in mountain areas,Other regions,1995-08-01,NaT,Hourly,EEA (open data)
STA.IT1026A_10,STA.IT1026A,CO,Busalla_T1026A,380,"Genova",44.572778,8.946389,urban,UT,010006,IT_010006,IT,"Busalla",5392,315.70755539,17.07909712,IT_010006,ITC33,IT,Italia,ITC,Nord-Ovest,ITC3,Liguria,"Genova",perdominantly urban,"predominantly urban",Metropolitan,coastal (on coast),> 50 % of surface are in mountain areas,Other regions,1995-08-02,2017-01-01,Hourly,EEA (open data)
STA.IT1105A_5,STA.IT1105A,PM10,Parma_T1105A,55,"Parma",44.78833,10.33667,urban,UT,034027,IT_034027,IT,"Parma",198292,760.51365482,260.73430601,IT_034027,ITH52,IT,Italia,ITH,Nord-Est,ITH5,Emilia-Romagna,"Parma",intermediate,"intermediate, close to a city",Metropolitan,non-coastal,> 50 % of surface are in mountain areas,Other regions,2002-04-20,NaT,Daily,EEA (open data)
STA.IT1105A_8,STA.IT1105A,NO2,Parma_T1105A,55,"Parma",44.78833,10.33667,urban,UT,034027,IT_034027,IT,"Parma",198292,760.51365482,260.73430601,IT_034027,ITH52,IT,Italia,ITH,Nord-Est,ITH5,Emilia-Romagna,"Parma",intermediate,"intermediate, close to a city",Metropolitan,non-coastal,> 50 % of surface are in mountain areas,Other regions,2003-01-01,NaT,Hourly,EEA (open data)
STA.IT1105A_9,STA.IT1105A,NOx,Parma_T1105A,55,"Parma",44.78833,10.33667,urban,UT,034027,IT_034027,IT,"Parma",198292,760.51365482,260.73430601,IT_034027,ITH52,IT,Italia,ITH,Nord-Est,ITH5,Emilia-Romagna,"Parma",intermediate,"intermediate, close to a city",Metropolitan,non-coastal,> 50 % of surface are in mountain areas,Other regions,2005-01-01,NaT,Hourly,EEA (open data)
STA.IT1105A_10,STA.IT1105A,CO,Parma_T1105A,55,"Parma",44.78833,10.33667,urban,UT,034027,IT_034027,IT,"Parma",198292,760.51365482,260.73430601,IT_034027,ITH52,IT,Italia,ITH,Nord-Est,ITH5,Emilia-Romagna,"Parma",intermediate,"intermediate, close to a city",Metropolitan,non-coastal,> 50 % of surface are in mountain areas,Other regions,1998-02-01,NaT,Hourly,EEA (open data)
STA.IT1152A_5,STA.IT1152A,PM10,Carpi_T1152A,25,"Modena",44.79943,10.88365,suburban,SB,036005,IT_036005,IT,"Carpi",72627,551.96940163,131.57794578,IT_036005,ITH54,IT,Italia,ITH,Nord-Est,ITH5,Emilia-Romagna,"Modena",intermediate,"intermediate, close to a city",Non metropolitan,non-coastal,Other regions,Other regions,2006-07-04,NaT,Daily,EEA (open data)
STA.IT1152A_8,STA.IT1152A,NO2,Carpi_T1152A,25,"Modena",44.79943,10.88365,suburban,SB,036005,IT_036005,IT,"Carpi",72627,551.96940163,131.57794578,IT_036005,ITH54,IT,Italia,ITH,Nord-Est,ITH5,Emilia-Romagna,"Modena",intermediate,"intermediate, close to a city",Non metropolitan,non-coastal,Other regions,Other regions,2001-01-01,NaT,Hourly,EEA (open data)
STA.IT1152A_9,STA.IT1152A,NOx,Carpi_T1152A,25,"Modena",44.79943,10.88365,suburban,SB,036005,IT_036005,IT,"Carpi",72627,551.96940163,131.57794578,IT_036005,ITH54,IT,Italia,ITH,Nord-Est,ITH5,Emilia-Romagna,"Modena",intermediate,"intermediate, close to a city",Non metropolitan,non-coastal,Other regions,Other regions,2001-01-01,NaT,Hourly,EEA (open data)
STA.IT1191A_5,STA.IT1191A,PM10,Vallelaghi_T1191A,1601,"Trento",46.08253,10.95804,rural,RB,022248,IT_022248,IT,"Vallelaghi",5103,70.41455284,72.47081454,IT_022248,ITH20,IT,Italia,ITH,Nord-Est,ITH2,Provincia Autonoma di Trento,"Trento",intermediate,"intermediate, close to a city",Non metropolitan,non-coastal,> 50 % of population and 50 % of surface are in mountain areas,Other regions,2008-10-28,NaT,Daily,EEA (open data)
STA.IT1191A_8,STA.IT1191A,NO2,Vallelaghi_T1191A,1601,"Trento",46.08253,10.95804,rural,RB,022248,IT_022248,IT,"Vallelaghi",5103,70.41455284,72.47081454,IT_022248,ITH20,IT,Italia,ITH,Nord-Est,ITH2,Provincia Autonoma di Trento,"Trento",intermediate,"intermediate, close to a city",Non metropolitan,non-coastal,> 50 % of population and 50 % of surface are in mountain areas,Other regions,1998-09-30,NaT,Hourly,EEA (open data)
STA.IT1336A_1,STA.IT1336A,SO2,Verona_T1336A,62,"Verona",45.44528,10.96389,urban,UT,023091,IT_023091,IT,"Verona",259608,1304.82823128,198.95952109,IT_023091,ITH31,IT,Italia,ITH,Nord-Est,ITH3,Veneto,"Verona",intermediate,"intermediate, close to a city",Metropolitan,non-coastal,Other regions,Other regions,1994-01-02,NaT,Hourly,EEA (open data)
STA.IT1336A_5,STA.IT1336A,PM10,Verona_T1336A,62,"Verona",45.44528,10.96389,urban,UT,023091,IT_023091,IT,"Verona",259608,1304.82823128,198.95952109,IT_023091,ITH31,IT,Italia,ITH,Nord-Est,ITH3,Veneto,"Verona",intermediate,"intermediate, close to a city",Metropolitan,non-coastal,Other regions,Other regions,2003-10-15,NaT,Daily,EEA (open data)
STA.IT1336A_8,STA.IT1336A,NO2,Verona_T1336A,62,"Verona",45.44528,10.96389,urban,UT,023091,IT_023091,IT,"Verona",259608,1304.82823128,198.95952109,IT_023091,ITH31,IT,Italia,ITH,Nord-Est,ITH3,Veneto,"Verona",intermediate,"intermediate, close to a city",Metropolitan,non-coastal,Other regions,Other regions,1994-01-02,NaT,Hourly,EEA (open data)
STA.IT1336A_9,STA.IT1336A,NOx,Verona_T1336A,62,"Verona",45.44528,10.96389,urban,UT,023091,IT_023091,IT,"Verona",259608,1304.82823128,198.95952109,IT_023091,ITH31,IT,Italia,ITH,Nord-Est,ITH3,Veneto,"Verona",intermediate,"intermediate, close to a city",Metropolitan,non-coastal,Other regions,Other regions,1994-01-02,NaT,Hourly,EEA (open data)
STA.IT1336A_10,STA.IT1336A,CO,Verona_T1336A,62,"Verona",45.44528,10.96389,urban,UT,023091,IT_023091,IT,"Verona",259608,1304.82823128,198.95952109,IT_023091,ITH31,IT,Italia,ITH,Nord-Est,ITH3,Veneto,"Verona",intermediate,"intermediate, close to a city",Metropolitan,non-coastal,Other regions,Other regions,1994-01-02,NaT,Hourly,EEA (open data)
STA.IT1509A_1,STA.IT1509A,SO2,Cerano_T1509A,124,"Novara",45.4097,8.7861,suburban,SB,003049,IT_003049,IT,"Cerano",6785,207.79871429,32.65179009,IT_003049,ITC15,IT,Italia,ITC,Nord-Ovest,ITC1,Piemonte,"Novara",intermediate,"intermediate, close to a city",Non metropolitan,non-coastal,Other regions,Other regions,1998-10-01,NaT,Hourly,EEA (open data)
STA.IT1509A_5,STA.IT1509A,PM10,Cerano_T1509A,124,"Novara",45.4097,8.7861,suburban,SB,003049,IT_003049,IT,"Cerano",6785,207.79871429,32.65179009,IT_003049,ITC15,IT,Italia,ITC,Nord-Ovest,ITC1,Piemonte,"Novara",intermediate,"intermediate, close to a city",Non metropolitan,non-coastal,Other regions,Other regions,2004-12-17,NaT,Daily,EEA (open data)
STA.IT1509A_8,STA.IT1509A,NO2,Cerano_T1509A,124,"Novara",45.4097,8.7861,suburban,SB,003049,IT_003049,IT,"Cerano",6785,207.79871429,32.65179009,IT_003049,ITC15,IT,Italia,ITC,Nord-Ovest,ITC1,Piemonte,"Novara",intermediate,"intermediate, close to a city",Non metropolitan,non-coastal,Other regions,Other regions,2000-01-03,NaT,Hourly,EEA (open data)
STA.IT1510A_5,STA.IT1510A,PM10,Verbania_T1510A,203,"Verbano-Cusio-Ossola",45.9303,8.5655,urban,UB,103072,IT_103072,IT,"Verbania",30391,810.89292145,37.4784379,IT_103072,ITC14,IT,Italia,ITC,Nord-Ovest,ITC1,Piemonte,"Verbano-Cusio-Ossola",intermediate,"intermediate, remote",Non metropolitan,non-coastal,> 50 % of population and 50 % of surface are in mountain areas,Border regions,2004-01-01,NaT,Daily,EEA (open data)
STA.IT1510A_8,STA.IT1510A,NO2,Verbania_T1510A,203,"Verbano-Cusio-Ossola",45.9303,8.5655,urban,UB,103072,IT_103072,IT,"Verbania",30391,810.89292145,37.4784379,IT_103072,ITC14,IT,Italia,ITC,Nord-Ovest,ITC1,Piemonte,"Verbano-Cusio-Ossola",intermediate,"intermediate, remote",Non metropolitan,non-coastal,> 50 % of population and 50 % of surface are in mountain areas,Border regions,2005-01-01,NaT,Hourly,EEA (open data)
STA.IT1510A_6001,STA.IT1510A,PM2.5,Verbania_T1510A,203,"Verbano-Cusio-Ossola",45.9303,8.5655,urban,UB,103072,IT_103072,IT,"Verbania",30391,810.89292145,37.4784379,IT_103072,ITC14,IT,Italia,ITC,Nord-Ovest,ITC1,Piemonte,"Verbano-Cusio-Ossola",intermediate,"intermediate, remote",Non metropolitan,non-coastal,> 50 % of population and 50 % of surface are in mountain areas,Border regions,2010-04-08,NaT,Daily,EEA (open data)
STA.IT1518A_5,STA.IT1518A,PM10,Novara_T1518A,154,"Novara",45.4383,8.6206,urban,UB,003106,IT_003106,IT,"Novara",103985,1008.3862827,103.12020481,IT_003106,ITC15,IT,Italia,ITC,Nord-Ovest,ITC1,Piemonte,"Novara",intermediate,"intermediate, close to a city",Non metropolitan,non-coastal,Other regions,Other regions,2006-12-27,2019-01-01,Daily,EEA (open data)
STA.IT1518A_6001,STA.IT1518A,PM2.5,Novara_T1518A,154,"Novara",45.4383,8.6206,urban,UB,003106,IT_003106,IT,"Novara",103985,1008.3862827,103.12020481,IT_003106,ITC15,IT,Italia,ITC,Nord-Ovest,ITC1,Piemonte,"Novara",intermediate,"intermediate, close to a city",Non metropolitan,non-coastal,Other regions,Other regions,2010-04-08,2019-01-01,Daily,EEA (open data)
STA.IT1532A_5,STA.IT1532A,PM10,Borgosesia_T1532A,344,"Vercelli",45.7132,8.2835,urban,UB,002016,IT_002016,IT,"Borgosesia",12502,304.0365351,41.12005814,IT_002016,ITC12,IT,Italia,ITC,Nord-Ovest,ITC1,Piemonte,"Vercelli",intermediate,"intermediate, close to a city",Non metropolitan,non-coastal,Other regions,Border regions,2004-01-01,NaT,Daily,EEA (open data)
STA.IT1532A_8,STA.IT1532A,NO2,Borgosesia_T1532A,344,"Vercelli",45.7132,8.2835,urban,UB,002016,IT_002016,IT,"Borgosesia",12502,304.0365351,41.12005814,IT_002016,ITC12,IT,Italia,ITC,Nord-Ovest,ITC1,Piemonte,"Vercelli",intermediate,"intermediate, close to a city",Non metropolitan,non-coastal,Other regions,Border regions,2004-01-01,NaT,Hourly,EEA (open data)
STA.IT1532A_6001,STA.IT1532A,PM2.5,Borgosesia_T1532A,344,"Vercelli",45.7132,8.2835,urban,UB,002016,IT_002016,IT,"Borgosesia",12502,304.0365351,41.12005814,IT_002016,ITC12,IT,Italia,ITC,Nord-Ovest,ITC1,Piemonte,"Vercelli",intermediate,"intermediate, close to a city",Non metropolitan,non-coastal,Other regions,Border regions,2010-05-01,NaT,Daily,EEA (open data)
STA.IT1533A_5,STA.IT1533A,PM10,Vercelli_T1533A,130,"Vercelli",45.3284,8.4151,urban,UT,002158,IT_002158,IT,"Vercelli",46558,583.27703715,79.82141767,IT_002158,ITC12,IT,Italia,ITC,Nord-Ovest,ITC1,Piemonte,"Vercelli",intermediate,"intermediate, close to a city",Non metropolitan,non-coastal,Other regions,Border regions,2011-07-14,NaT,Daily,EEA (open data)
STA.IT1533A_8,STA.IT1533A,NO2,Vercelli_T1533A,130,"Vercelli",45.3284,8.4151,urban,UT,002158,IT_002158,IT,"Vercelli",46558,583.27703715,79.82141767,IT_002158,ITC12,IT,Italia,ITC,Nord-Ovest,ITC1,Piemonte,"Vercelli",intermediate,"intermediate, close to a city",Non metropolitan,non-coastal,Other regions,Border regions,2006-01-01,NaT,Hourly,EEA (open data)
STA.IT1535A_5,STA.IT1535A,PM10,Legnago_T1535A,25,"Verona",45.183611,11.311389,urban,UB,023044,IT_023044,IT,"Legnago",25570,322.53201203,79.27895231,IT_023044,ITH31,IT,Italia,ITH,Nord-Est,ITH3,Veneto,"Verona",intermediate,"intermediate, close to a city",Metropolitan,non-coastal,Other regions,Other regions,2012-09-29,NaT,Daily,EEA (open data)
STA.IT1535A_8,STA.IT1535A,NO2,Legnago_T1535A,25,"Verona",45.183611,11.311389,urban,UB,023044,IT_023044,IT,"Legnago",25570,322.53201203,79.27895231,IT_023044,ITH31,IT,Italia,ITH,Nord-Est,ITH3,Veneto,"Verona",intermediate,"intermediate, close to a city",Metropolitan,non-coastal,Other regions,Other regions,2001-07-01,NaT,Hourly,EEA (open data)
STA.IT1535A_9,STA.IT1535A,NOx,Legnago_T1535A,25,"Verona",45.183611,11.311389,urban,UB,023044,IT_023044,IT,"Legnago",25570,322.53201203,79.27895231,IT_023044,ITH31,IT,Italia,ITH,Nord-Est,ITH3,Veneto,"Verona",intermediate,"intermediate, close to a city",Metropolitan,non-coastal,Other regions,Other regions,2001-07-01,NaT,Hourly,EEA (open data)
STA.IT1582A_5,STA.IT1582A,PM10,Casale Monferrato_T1582A,116,"Alessandria",45.1361,8.4452,urban,UB,006039,IT_006039,IT,"Casale Monferrato",33592,389.29869239,86.28849944,IT_006039,ITC18,IT,Italia,ITC,Nord-Ovest,ITC1,Piemonte,"Alessandria",predominantly rural,"predominantly rural, close to a city",Non metropolitan,non-coastal,Other regions,Other regions,2012-05-30,NaT,Daily,EEA (open data)
STA.IT1676A_1,STA.IT1676A,SO2,Novara_T1676A,157,"Novara",45.4403,8.6197,urban,UT,003106,IT_003106,IT,"Novara",103985,1008.3862827,103.12020481,IT_003106,ITC15,IT,Italia,ITC,Nord-Ovest,ITC1,Piemonte,"Novara",intermediate,"intermediate, close to a city",Non metropolitan,non-coastal,Other regions,Other regions,2011-09-08,NaT,Hourly,EEA (open data)
STA.IT1676A_5,STA.IT1676A,PM10,Novara_T1676A,157,"Novara",45.4403,8.6197,urban,UT,003106,IT_003106,IT,"Novara",103985,1008.3862827,103.12020481,IT_003106,ITC15,IT,Italia,ITC,Nord-Ovest,ITC1,Piemonte,"Novara",intermediate,"intermediate, close to a city",Non metropolitan,non-coastal,Other regions,Other regions,2008-07-01,NaT,Daily,EEA (open data)
STA.IT1676A_8,STA.IT1676A,NO2,Novara_T1676A,157,"Novara",45.4403,8.6197,urban,UT,003106,IT_003106,IT,"Novara",103985,1008.3862827,103.12020481,IT_003106,ITC15,IT,Italia,ITC,Nord-Ovest,ITC1,Piemonte,"Novara",intermediate,"intermediate, close to a city",Non metropolitan,non-coastal,Other regions,Other regions,2008-07-01,NaT,Hourly,EEA (open data)
STA.IT1676A_10,STA.IT1676A,CO,Novara_T1676A,157,"Novara",45.4403,8.6197,urban,UT,003106,IT_003106,IT,"Novara",103985,1008.3862827,103.12020481,IT_003106,ITC15,IT,Italia,ITC,Nord-Ovest,ITC1,Piemonte,"Novara",intermediate,"intermediate, close to a city",Non metropolitan,non-coastal,Other regions,Other regions,2008-07-01,NaT,Hourly,EEA (open data)
STA.IT1751A_1,STA.IT1751A,SO2,Busalla_T1751A,400,"Genova",44.57402,8.95104,suburban,SI,010006,IT_010006,IT,"Busalla",5392,315.70755539,17.07909712,IT_010006,ITC33,IT,Italia,ITC,Nord-Ovest,ITC3,Liguria,"Genova",perdominantly urban,"predominantly urban",Metropolitan,coastal (on coast),> 50 % of surface are in mountain areas,Other regions,2006-01-01,NaT,Hourly,EEA (open data)
STA.IT1751A_8,STA.IT1751A,NO2,Busalla_T1751A,400,"Genova",44.57402,8.95104,suburban,SI,010006,IT_010006,IT,"Busalla",5392,315.70755539,17.07909712,IT_010006,ITC33,IT,Italia,ITC,Nord-Ovest,ITC3,Liguria,"Genova",perdominantly urban,"predominantly urban",Metropolitan,coastal (on coast),> 50 % of surface are in mountain areas,Other regions,2006-01-01,NaT,Hourly,EEA (open data)
STA.IT1751A_9,STA.IT1751A,NOx,Busalla_T1751A,400,"Genova",44.57402,8.95104,suburban,SI,010006,IT_010006,IT,"Busalla",5392,315.70755539,17.07909712,IT_010006,ITC33,IT,Italia,ITC,Nord-Ovest,ITC3,Liguria,"Genova",perdominantly urban,"predominantly urban",Metropolitan,coastal (on coast),> 50 % of surface are in mountain areas,Other regions,2006-01-01,NaT,Hourly,EEA (open data)
STA.IT1771A_5,STA.IT1771A,PM10,Modena_T1771A,34,"Modena",44.65061,10.90633,urban,UB,036023,IT_036023,IT,"Modena",186830,1019.57638943,183.24276821,IT_036023,ITH54,IT,Italia,ITH,Nord-Est,ITH5,Emilia-Romagna,"Modena",intermediate,"intermediate, close to a city",Non metropolitan,non-coastal,Other regions,Other regions,2009-03-20,NaT,Daily,EEA (open data)
STA.IT1771A_8,STA.IT1771A,NO2,Modena_T1771A,34,"Modena",44.65061,10.90633,urban,UB,036023,IT_036023,IT,"Modena",186830,1019.57638943,183.24276821,IT_036023,ITH54,IT,Italia,ITH,Nord-Est,ITH5,Emilia-Romagna,"Modena",intermediate,"intermediate, close to a city",Non metropolitan,non-coastal,Other regions,Other regions,2005-11-16,NaT,Hourly,EEA (open data)
STA.IT1771A_9,STA.IT1771A,NOx,Modena_T1771A,34,"Modena",44.65061,10.90633,urban,UB,036023,IT_036023,IT,"Modena",186830,1019.57638943,183.24276821,IT_036023,ITH54,IT,Italia,ITH,Nord-Est,ITH5,Emilia-Romagna,"Modena",intermediate,"intermediate, close to a city",Non metropolitan,non-coastal,Other regions,Other regions,2006-06-22,NaT,Hourly,EEA (open data)
STA.IT1771A_6001,STA.IT1771A,PM2.5,Modena_T1771A,34,"Modena",44.65061,10.90633,urban,UB,036023,IT_036023,IT,"Modena",186830,1019.57638943,183.24276821,IT_036023,ITH54,IT,Italia,ITH,Nord-Est,ITH5,Emilia-Romagna,"Modena",intermediate,"intermediate, close to a city",Non metropolitan,non-coastal,Other regions,Other regions,2007-10-15,NaT,Daily,EEA (open data)
STA.IT1830A_5,STA.IT1830A,PM10,Alessandria_T1830A,91,"Alessandria",44.9203,8.6232,urban,UB,006003,IT_006003,IT,"Alessandria",93634,459.5970059,203.73065707,IT_006003,ITC18,IT,Italia,ITC,Nord-Ovest,ITC1,Piemonte,"Alessandria",predominantly rural,"predominantly rural, close to a city",Non metropolitan,non-coastal,Other regions,Other regions,2010-09-29,NaT,Daily,EEA (open data)
STA.IT1830A_8,STA.IT1830A,NO2,Alessandria_T1830A,91,"Alessandria",44.9203,8.6232,urban,UB,006003,IT_006003,IT,"Alessandria",93634,459.5970059,203.73065707,IT_006003,ITC18,IT,Italia,ITC,Nord-Ovest,ITC1,Piemonte,"Alessandria",predominantly rural,"predominantly rural, close to a city",Non metropolitan,non-coastal,Other regions,Other regions,2006-01-01,NaT,Hourly,EEA (open data)
STA.IT1830A_6001,STA.IT1830A,PM2.5,Alessandria_T1830A,91,"Alessandria",44.9203,8.6232,urban,UB,006003,IT_006003,IT,"Alessandria",93634,459.5970059,203.73065707,IT_006003,ITC18,IT,Italia,ITC,Nord-Ovest,ITC1,Piemonte,"Alessandria",predominantly rural,"predominantly rural, close to a city",Non metropolitan,non-coastal,Other regions,Other regions,2011-01-01,NaT,Daily,EEA (open data)
STA.IT1878A_5,STA.IT1878A,PM10,Vercelli_T1878A,131,"Vercelli",45.3189,8.4024,suburban,SB,002158,IT_002158,IT,"Vercelli",46558,583.27703715,79.82141767,IT_002158,ITC12,IT,Italia,ITC,Nord-Ovest,ITC1,Piemonte,"Vercelli",intermediate,"intermediate, close to a city",Non metropolitan,non-coastal,Other regions,Border regions,2007-02-05,NaT,Daily,EEA (open data)
STA.IT1878A_8,STA.IT1878A,NO2,Vercelli_T1878A,131,"Vercelli",45.3189,8.4024,suburban,SB,002158,IT_002158,IT,"Vercelli",46558,583.27703715,79.82141767,IT_002158,ITC12,IT,Italia,ITC,Nord-Ovest,ITC1,Piemonte,"Vercelli",intermediate,"intermediate, close to a city",Non metropolitan,non-coastal,Other regions,Border regions,2007-02-02,NaT,Hourly,EEA (open data)
STA.IT1878A_6001,STA.IT1878A,PM2.5,Vercelli_T1878A,131,"Vercelli",45.3189,8.4024,suburban,SB,002158,IT_002158,IT,"Vercelli",46558,583.27703715,79.82141767,IT_002158,ITC12,IT,Italia,ITC,Nord-Ovest,ITC1,Piemonte,"Vercelli",intermediate,"intermediate, close to a city",Non metropolitan,non-coastal,Other regions,Border regions,2010-05-01,NaT,Daily,EEA (open data)
STA.IT1904A_5,STA.IT1904A,PM10,Dernice_T1904A,620,"Alessandria",44.7633,9.0524,rural,RB,006066,IT_006066,IT,"Dernice",184,10.06985425,18.2723598,IT_006066,ITC18,IT,Italia,ITC,Nord-Ovest,ITC1,Piemonte,"Alessandria",predominantly rural,"predominantly rural, close to a city",Non metropolitan,non-coastal,Other regions,Other regions,2009-01-02,NaT,Daily,EEA (open data)
STA.IT1904A_8,STA.IT1904A,NO2,Dernice_T1904A,620,"Alessandria",44.7633,9.0524,rural,RB,006066,IT_006066,IT,"Dernice",184,10.06985425,18.2723598,IT_006066,ITC18,IT,Italia,ITC,Nord-Ovest,ITC1,Piemonte,"Alessandria",predominantly rural,"predominantly rural, close to a city",Non metropolitan,non-coastal,Other regions,Other regions,2009-01-05,NaT,Hourly,EEA (open data)
STA.IT1904A_6001,STA.IT1904A,PM2.5,Dernice_T1904A,620,"Alessandria",44.7633,9.0524,rural,RB,006066,IT_006066,IT,"Dernice",184,10.06985425,18.2723598,IT_006066,ITC18,IT,Italia,ITC,Nord-Ovest,ITC1,Piemonte,"Alessandria",predominantly rural,"predominantly rural, close to a city",Non metropolitan,non-coastal,Other regions,Other regions,2010-05-01,NaT,Daily,EEA (open data)
STA.IT1910A_5,STA.IT1910A,PM10,Colorno_T1910A,30,"Parma",44.926111,10.370833,suburban,SB,034010,IT_034010,IT,"Colorno",9127,188.44691611,48.43273739,IT_034010,ITH52,IT,Italia,ITH,Nord-Est,ITH5,Emilia-Romagna,"Parma",intermediate,"intermediate, close to a city",Metropolitan,non-coastal,> 50 % of surface are in mountain areas,Other regions,2008-03-05,NaT,Daily,EEA (open data)
STA.IT1910A_8,STA.IT1910A,NO2,Colorno_T1910A,30,"Parma",44.926111,10.370833,suburban,SB,034010,IT_034010,IT,"Colorno",9127,188.44691611,48.43273739,IT_034010,ITH52,IT,Italia,ITH,Nord-Est,ITH5,Emilia-Romagna,"Parma",intermediate,"intermediate, close to a city",Metropolitan,non-coastal,> 50 % of surface are in mountain areas,Other regions,2008-03-04,NaT,Hourly,EEA (open data)
STA.IT1910A_9,STA.IT1910A,NOx,Colorno_T1910A,30,"Parma",44.926111,10.370833,suburban,SB,034010,IT_034010,IT,"Colorno",9127,188.44691611,48.43273739,IT_034010,ITH52,IT,Italia,ITH,Nord-Est,ITH5,Emilia-Romagna,"Parma",intermediate,"intermediate, close to a city",Metropolitan,non-coastal,> 50 % of surface are in mountain areas,Other regions,2008-03-04,NaT,Hourly,EEA (open data)
STA.IT1914A_5,STA.IT1914A,PM10,Guastalla_T1914A,22,"Reggio nellâ€™Emilia",44.873056,10.663889,rural,RB,035024,IT_035024,IT,"Guastalla",14944,282.31496764,52.93378571,IT_035024,ITH53,IT,Italia,ITH,Nord-Est,ITH5,Emilia-Romagna,"Reggio nell’Emilia",intermediate,"intermediate, close to a city",Metropolitan,non-coastal,Other regions,Other regions,2008-04-30,NaT,Daily,EEA (open data)
STA.IT1914A_8,STA.IT1914A,NO2,Guastalla_T1914A,22,"Reggio nellâ€™Emilia",44.873056,10.663889,rural,RB,035024,IT_035024,IT,"Guastalla",14944,282.31496764,52.93378571,IT_035024,ITH53,IT,Italia,ITH,Nord-Est,ITH5,Emilia-Romagna,"Reggio nell’Emilia",intermediate,"intermediate, close to a city",Metropolitan,non-coastal,Other regions,Other regions,2008-04-30,NaT,Hourly,EEA (open data)
STA.IT1914A_9,STA.IT1914A,NOx,Guastalla_T1914A,22,"Reggio nellâ€™Emilia",44.873056,10.663889,rural,RB,035024,IT_035024,IT,"Guastalla",14944,282.31496764,52.93378571,IT_035024,ITH53,IT,Italia,ITH,Nord-Est,ITH5,Emilia-Romagna,"Reggio nell’Emilia",intermediate,"intermediate, close to a city",Metropolitan,non-coastal,Other regions,Other regions,2008-04-30,NaT,Hourly,EEA (open data)
STA.IT1914A_6001,STA.IT1914A,PM2.5,Guastalla_T1914A,22,"Reggio nellâ€™Emilia",44.873056,10.663889,rural,RB,035024,IT_035024,IT,"Guastalla",14944,282.31496764,52.93378571,IT_035024,ITH53,IT,Italia,ITH,Nord-Est,ITH5,Emilia-Romagna,"Reggio nell’Emilia",intermediate,"intermediate, close to a city",Metropolitan,non-coastal,Other regions,Other regions,2008-04-30,NaT,Daily,EEA (open data)
STA.IT1917A_5,STA.IT1917A,PM10,Cento_T1917A,16,"Ferrara",44.738333,11.299722,suburban,SB,038004,IT_038004,IT,"Cento",35449,547.51069283,64.74576746,IT_038004,ITH56,IT,Italia,ITH,Nord-Est,ITH5,Emilia-Romagna,"Ferrara",intermediate,"intermediate, close to a city",Non metropolitan,coastal (on coast),Other regions,Other regions,2008-04-14,NaT,Daily,EEA (open data)
STA.IT1917A_8,STA.IT1917A,NO2,Cento_T1917A,16,"Ferrara",44.738333,11.299722,suburban,SB,038004,IT_038004,IT,"Cento",35449,547.51069283,64.74576746,IT_038004,ITH56,IT,Italia,ITH,Nord-Est,ITH5,Emilia-Romagna,"Ferrara",intermediate,"intermediate, close to a city",Non metropolitan,coastal (on coast),Other regions,Other regions,2008-01-01,NaT,Hourly,EEA (open data)
STA.IT1917A_9,STA.IT1917A,NOx,Cento_T1917A,16,"Ferrara",44.738333,11.299722,suburban,SB,038004,IT_038004,IT,"Cento",35449,547.51069283,64.74576746,IT_038004,ITH56,IT,Italia,ITH,Nord-Est,ITH5,Emilia-Romagna,"Ferrara",intermediate,"intermediate, close to a city",Non metropolitan,coastal (on coast),Other regions,Other regions,2008-01-01,NaT,Hourly,EEA (open data)
STA.IT1918A_5,STA.IT1918A,PM10,Ferrara_T1918A,9,"Ferrara",44.825,11.649722,urban,UB,038008,IT_038008,IT,"Ferrara",132195,326.36639991,405.0508877,IT_038008,ITH56,IT,Italia,ITH,Nord-Est,ITH5,Emilia-Romagna,"Ferrara",intermediate,"intermediate, close to a city",Non metropolitan,coastal (on coast),Other regions,Other regions,2008-11-20,NaT,Daily,EEA (open data)
